Date,advertiser_id,advertiser_name,advertiser_type,placement_group,placement,view_id,campaign_name,campaign_id,offer_type,Ads_Impressions,Ads_Clicks,Ads_Revenue
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | BFSI Clicker | Charge | June26,66298,1P,1,4,40
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | BFSI Clicker | Reserve | June26,66301,1P,3,5,50
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | CC | Charge | June26,66299,1P,4,2,20
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | CC | Reserve | June26,66302,1P,3,3,30
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | Cibil 750 | Charge | June26,66300,1P,1,0,0
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | Cibil 750 | Reserve | June26,66303,1P,0,1,10
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | ML | Charge | June26,66290,1P,5,5,50
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | ML | Reserve | June26,66291,1P,6,3,30
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | PML | Charge | June26,66305,1P,0,1,10
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | PML | Reserve | June26,66304,1P,4,4,40
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | Transaction | Charge | June26,66573,1P,2,1,10
01-07-2026,501,American Express,EXTERNAL,HomePage,HomePage ATF,324724,American Express | ATF | Transaction | Reserve | June26,66572,1P,3,0,0
02-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah Intel | June CB,66735,1P,50878,42,50.878
09-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah AI | June CB,66732,1P,47565,34,47.565
07-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah Intel | June CB,66735,1P,47518,32,47.518
09-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah Intel | June CB,66735,1P,47124,45,47.124
01-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah AI | June CB,66732,1P,46492,29,46.492
08-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah Intel | June CB,66735,1P,46004,37,46.004
03-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah AI | June CB,66732,1P,45403,35,45.403
07-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah AI | June CB,66732,1P,44655,32,44.655
07-07-2026,714,Lenovo,EXTERNAL,Post Transaction,Companion Bannner,329544,Lenovo Banner | Bumrah Battery | June CB,66672,1P,44165,40,44.165
01-07-2026,760,Mondelez,EXTERNAL,,,346688,Mondelez_24thJune_30June_6678_L,66705,1P,0,4,0
01-07-2026,760,Mondelez,EXTERNAL,,,346781,Flip_Cmplt_Rec,66829,1P,6,15,0.12
01-07-2026,760,Mondelez,EXTERNAL,,,346781,Mondelez_26thJune_30June_6678AB,66824,1P,3,15,0.3
01-07-2026,760,Mondelez,EXTERNAL,,,346781,Mondelez_26thJune_30June_6678Sand,66741,1P,0,1,0
01-07-2026,760,Mondelez,EXTERNAL,,,351812,Flip_Cmplt_Rec,66829,1P,130,913,2.6
01-07-2026,760,Mondelez,EXTERNAL,,,351812,Mondelez_26thJune_30June_6678AB,66824,1P,524,510,54.3
01-07-2026,760,Mondelez,EXTERNAL,,,351812,Mondelez_26thJune_30June_6678Sand,66741,1P,0,43,0
01-07-2026,760,Mondelez,EXTERNAL,HomePage,HomePage ATF,324724,Mondelez_24thJune_30June_6678,66683,1P,641,145,160.25
01-07-2026,760,Mondelez,EXTERNAL,HomePage,HomePage ATF,324724,Mondelez_24thJune_30June_6678_L,66705,1P,244,92,61
01-07-2026,760,Mondelez,EXTERNAL,HomePage,HomePage ATF,324724,Mondelez_26thJune_30June_6678AB,66824,1P,6649,227,664.9
01-07-2026,760,Mondelez,EXTERNAL,HomePage,HomePage ATF,324724,Mondelez_26thJune_30June_6678HSBNew,66763,1P,903,396,180.6
01-07-2026,760,Mondelez,EXTERNAL,HomePage,HomePage ATF,324724,Mondelez_26thJune_30June_6678Sand,66741,1P,0,1,0
01-07-2026,774,Airtel,EXTERNAL,,,346688,Airtel_18thJune_30thJune_Multipul_Exclude_Top20,66564,1P,1,4,0.01
01-07-2026,774,Airtel,EXTERNAL,,,346688,Airtel_18thJune_30thJune_Multipul_Top20,66559,1P,8,11,0.12
01-07-2026,774,Airtel,EXTERNAL,,,346688,Airtel_18thJune_30thJune_Single_Exclude_Top20,66562,1P,22,13,0.33
01-07-2026,774,Airtel,EXTERNAL,,,346688,Airtel_18thJune_30thJune_Single_Top20,66557,1P,2,4,0.02
01-07-2026,774,Airtel,EXTERNAL,HomePage,HomePage ATF,324724,Airtel_18thJune_30thJune_Multipul_Exclude_Top20,66564,1P,384,193,10.82
01-07-2026,774,Airtel,EXTERNAL,HomePage,HomePage ATF,324724,Airtel_18thJune_30thJune_Multipul_Top20,66559,1P,145,202,3.3
01-07-2026,774,Airtel,EXTERNAL,HomePage,HomePage ATF,324724,Airtel_18thJune_30thJune_Single_Exclude_Top20,66562,1P,609,234,12.1
01-07-2026,774,Airtel,EXTERNAL,HomePage,HomePage ATF,324724,Airtel_18thJune_30thJune_Single_Top20,66557,1P,105,163,3.15
01-07-2026,1064,Max Life Insurance,EXTERNAL,HomePage,HomePage ATF,324724,Max Life Savings | ATF | Clicker | June26,66200,1P,2,0,0
01-07-2026,1114,Live Tests,INTERNAL,,,346781,Zomato_1P_Delhi_March,64342,1P,0,1,0
01-07-2026,1114,Live Tests,INTERNAL,HomePage,HomePage ATF,324724,Rounded Corners Issues Test Campaign,66598,1P,1,0,0.1
01-07-2026,1114,Live Tests,INTERNAL,HomePage,HomePage ATF,324724,Test_Magnite_GIF_ATF_Takeover,66828,1P,3,0,0.003
01-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-Jul26_MAC_fmcmp_iOS,66858,1P,2694,41,218.214
01-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-Jul26_MAC_fmrlby_iOS,66758,1P,1951,16,158.031
01-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-Jul26_Privacy_And,66793,1P,2402,41,204.17
01-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-Jul26_Privacy_iOS,66792,1P,1210,9,102.85
01-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-jul26_MAC_fmcmp_and,66859,1P,768,16,62.208
01-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-jul26_MAC_fmrlby_and,66759,1P,38,1,3.078
01-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_MAC_fmcmp_iOS,66858,1P,53914,414,4367.034
01-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_MAC_fmrlby_iOS,66758,1P,38140,306,3089.34
01-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_MAC_fmrlby_iOS 2,66755,1P,0,1,0
01-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_Privacy_And,66793,1P,100803,1389,8568.255
01-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_Privacy_iOS,66792,1P,22667,184,1926.695
01-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-jul26_MAC_fmcmp_and,66859,1P,62136,1133,5033.016
01-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-jul26_MAC_fmrlby_and,66759,1P,3820,94,309.42
01-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-jul26_MAC_fmrlby_and 2,66757,1P,1,52,0.081
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_MAC_fmcmp_iOS,66858,1P,96671,173,7830.351
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_MAC_fmrlby_iOS,66758,1P,61879,102,5012.199
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_MAC_fmrlby_iOS 2,66755,1P,54,2,4.374
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_Privacy_And,66793,1P,129657,266,11020.845
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_Privacy_iOS,66792,1P,36411,50,3094.935
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_All In Pricing_And,66782,1P,73190,183,5928.39
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_All In Pricing_iOS,66781,1P,74598,139,6042.438
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_AllInPricing-ANC_And,66784,1P,74972,250,6072.732
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_AllInPricing-ANC_iOS,66783,1P,82533,172,6685.173
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_MP+All-InPricing-ANC_And,66789,1P,73246,218,5932.926
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_MP+All-InPricing-ANC_iOS,66785,1P,77176,160,6251.256
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_StartingAt+ANC_And,66791,1P,77230,264,6255.63
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_StartingAt+ANC_iOS,66790,1P,85490,198,6924.69
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_MAC_fmcmp_and,66859,1P,83998,253,6803.838
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_MAC_fmrlby_and,66759,1P,5457,22,442.017
01-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_MAC_fmrlby_and 2,66757,1P,4,1,0.324
01-07-2026,1325,Google Play,EXTERNAL,,,346781,GooglePlay_1P_July,66670,1P,29994,765,2669.466
01-07-2026,1325,Google Play,EXTERNAL,,,351812,GooglePlay_1P_July,66670,1P,1274332,27635,113415.548
01-07-2026,1325,Google Play,EXTERNAL,HomePage,HomePage ATF,324724,GooglePlay_1P_July,66670,1P,1094431,4281,97404.359
01-07-2026,1542,UTI Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,UTI MF | ATF | PTS | ML | June-July26,66708,1P,29331,801,4815.46
01-07-2026,1542,UTI Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,UTI MF | ATF | PTS | ML | June26,66239,1P,8,4,40
01-07-2026,1542,UTI Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,UTI MF | ATF | PTS | ML | June26 VA,66339,1P,9,17,0.36
01-07-2026,1542,UTI Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,UTI MF | ATF | PTS | ML | May26 New,66173,1P,0,1,0
01-07-2026,1542,UTI Mutual Fund,EXTERNAL,Post Transaction,P2M BTF,318401,UTI MF | ATF | PTS | ML | June-July26,66708,1P,3,0,0.495
01-07-2026,1670,Zee 5,EXTERNAL,,,346781,Zee5_Fifa_27june,66711,1P,1644,28,411
01-07-2026,1670,Zee 5,EXTERNAL,,,351812,Zee5_Fifa_27june,66711,1P,103664,1045,25916
01-07-2026,1670,Zee 5,EXTERNAL,HomePage,HomePage ATF,324724,Zee5_Fifa_27june,66711,1P,105995,235,26498.75
01-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_APTS_10HCs_for659,66847,1P,13108,286,702.5888
01-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_Karnataka_10HCs_for659,66848,1P,17258,331,925.0288
01-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_Kerala_Epic_Wed_679,66853,1P,12818,291,687.0448
01-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_TN_15PCs_for399,66849,1P,23432,468,1255.9552
01-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_APTS_10HCs_for659,66847,1P,551774,10016,29575.0864
01-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_Karnataka_10HCs_for659,66848,1P,553274,8795,29655.4864
01-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_Kerala_Epic_Wed_679,66853,1P,323278,6715,17327.7008
01-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_TN_15PCs_for399,66849,1P,542673,8996,29087.2728
01-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_APTS_10HCs_for659,66847,1P,688655,1899,36911.908
01-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_Karnataka_10HCs_for659,66848,1P,611944,1450,32800.1984
01-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_Kerala_Epic_Wed_679,66853,1P,361058,1224,19352.7088
01-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_TN_15PCs_for399,66849,1P,605438,2072,32451.4768
01-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | BFSI ML,66556,1P,170,5,5
01-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | CC,66558,1P,77,16,16
01-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | Cibil 750,66563,1P,1,0,0
01-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | Clicker,66561,1P,60,16,16
01-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | Credit Card,66570,1P,26,11,11
01-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | Salaried,66571,1P,43,13,13
01-07-2026,1953,Bank of Baroda,EXTERNAL,,,346688,BOB_1stJune_30thJune_NEW_ETERNA,66736,1P,777,82,2440
01-07-2026,1953,Bank of Baroda,EXTERNAL,HomePage,HomePage ATF,324724,BOB_1stJune_30thJune_ETERNA,66206,1P,10,7,70
01-07-2026,1953,Bank of Baroda,EXTERNAL,HomePage,HomePage ATF,324724,BOB_1stJune_30thJune_NEW_ETERNA,66736,1P,1539226,5563,121213
01-07-2026,1953,Bank of Baroda,EXTERNAL,HomePage,HomePage ATF,324724,BOB_2ndJune_30thJune_ETIHAD,66226,1P,534988,1562,38698
01-07-2026,1953,Bank of Baroda,EXTERNAL,Post Transaction,P2M BTF,318401,BOB_1stJune_30thJune_NEW_ETERNA,66736,1P,1,0,0
01-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | BFSI Clicker | May26,65877,1P,2,0,0
01-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | ML | July26,66896,1P,214886,471,471
01-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | ML | May26,65989,1P,2,3,3
01-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | Premium CC | May26,65875,1P,5,0,0
01-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | Travel | May26,65882,1P,0,1,1
01-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324725,HSBC | Performance | ML | July26,66896,1P,1,0,0
01-07-2026,2094,Axis Mutual Fund,EXTERNAL,,,346688,Axis MF | CPM 175 | Gold & Sliver | June26,66821,1P,134,5,22.11
01-07-2026,2094,Axis Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,Axis MF | CPM 175 | Gold & Sliver | June26,66821,1P,9879,677,1630.035
01-07-2026,2122,Real Me,EXTERNAL,,,346781,RealMe_June26_Takeover_AM2,66417,1P,0,1,0
01-07-2026,2122,Real Me,EXTERNAL,,,346781,RealMe_May26_16T_2,66029,1P,0,1,0
01-07-2026,2122,Real Me,EXTERNAL,,,351812,RealMe_June26_Takeover_AM2,66417,1P,0,11,0
01-07-2026,2122,Real Me,EXTERNAL,,,351812,RealMe_May26_16T_2,66029,1P,0,2,0
01-07-2026,2145,Bajaj Finserve,EXTERNAL,HomePage,HomePage ATF,324724,Bajaj Finserve | ATF | ML | June26,66801,1P,2353,203,352.95
01-07-2026,2256,Paytm Internal,INTERNAL,,,351812,TestSD,66897,1P,2,0,0.002
01-07-2026,2256,Paytm Internal,INTERNAL,HomePage,HomePage ATF,324724,TestSD,66897,1P,6,3,0.006
01-07-2026,2256,Paytm Internal,INTERNAL,HomePage,HomePage ATF,324724,test321,66636,1P,3,0,0.003
01-07-2026,2338,LIC Of India,EXTERNAL,,,346688,LIC_18thJune_16thJune,66565,1P,45,183,1.575
01-07-2026,2338,LIC Of India,EXTERNAL,,,346688,LIC_18thJune_16thJune_Hindi,66813,1P,5,5,0.175
01-07-2026,2338,LIC Of India,EXTERNAL,,,346688,LIC_1stJuly_16thJuly,66862,1P,182827,191,6398.945
01-07-2026,2338,LIC Of India,EXTERNAL,HomePage,HomePage ATF,324724,LIC_18thJune_16thJune,66565,1P,10583,1869,370.405
01-07-2026,2338,LIC Of India,EXTERNAL,HomePage,HomePage ATF,324724,LIC_18thJune_16thJune_Hindi,66813,1P,506,22,17.71
01-07-2026,2338,LIC Of India,EXTERNAL,HomePage,HomePage ATF,324724,LIC_1stJuly_16thJuly,66862,1P,254231,537,8898.085
01-07-2026,2338,LIC Of India,EXTERNAL,Post Transaction,P2M BTF,318401,LIC_1stJuly_16thJuly,66862,1P,51,0,1.785
01-07-2026,2556,Zomato,EXTERNAL,,,346688,Zomato_Delivery_1P_May,65978,1P,0,26,260
01-07-2026,2556,Zomato,EXTERNAL,,,352410,Zomato_Delivery_1P_May_icon,66053,1P,0,1,10
01-07-2026,2556,Zomato,EXTERNAL,HomePage,HomePage ATF,324724,Zomato_Delivery_1P_May,65978,1P,0,31,310
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Now_Competition_P0_English,66382,1P,4385,109,78.93
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Now_Competition_P0_Hinglish,66384,1P,2651,57,47.718
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Now_Competition_P1_English,66388,1P,554,16,9.972
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Now_Competition_P1_Hinglish,66389,1P,1194,27,21.492
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_Amr,66394,1P,598,10,10.764
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_BLR,66390,1P,1,0,0.018
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_Chennai,66395,1P,2,1,0.036
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_DelhiNcr,66391,1P,2127,46,38.286
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_Jal,66397,1P,339,5,6.102
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_Koc,66398,1P,2,0,0.036
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_Mangalore,66434,1P,45,2,0.81
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_Mumbai,66399,1P,2255,58,40.59
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_Pune,66401,1P,2619,81,47.142
01-07-2026,2599,Amazon,EXTERNAL,,,346781,Amazon_Topical_Mng_Vizag,66402,1P,273,5,4.914
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Now_Competition_P0_English,66382,1P,264577,4834,4762.399953
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Now_Competition_P0_Hinglish,66384,1P,268366,4682,4830.58131
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Now_Competition_P1_English,66388,1P,51336,1014,924.048
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Now_Competition_P1_Hinglish,66389,1P,50027,837,900.486
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_Amr,66394,1P,18150,304,326.7
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_BLR,66390,1P,77275,991,1390.96593
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_Chennai,66395,1P,40642,571,731.5766428
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_DelhiNcr,66391,1P,125452,3166,2258.136
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_HYD,66396,1P,40077,568,721.386
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_Jal,66397,1P,13233,197,238.194
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_Koc,66398,1P,18699,284,336.582
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_Mangalore,66434,1P,9027,141,162.486
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_Mumbai,66399,1P,78035,2101,1404.626138
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_Pune,66401,1P,76730,1829,1381.141793
01-07-2026,2599,Amazon,EXTERNAL,,,351812,Amazon_Topical_Mng_Vizag,66402,1P,27662,484,497.916
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_Amr,66394,1P,26208,55,471.744
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_BLR,66390,1P,40042,41,720.756
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_Chennai,66395,1P,17902,32,322.236
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_DelhiNcr,66391,1P,102873,255,1851.714
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_HYD,66396,1P,22984,43,413.712
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_Jal,66397,1P,19462,46,350.316
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_Koc,66398,1P,8855,11,159.39
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_Mangalore,66434,1P,4929,7,88.722
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_Mumbai,66399,1P,78271,197,1408.878
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_Pune,66401,1P,69426,168,1249.668
01-07-2026,2599,Amazon,EXTERNAL,HomePage,HomePage ATF,324724,Amazon_Topical_Mng_Vizag,66402,1P,17561,49,316.098
01-07-2026,2829,Gujarat Tourism,EXTERNAL,,,346703,Gujarat_CPM_16thJune_30thJune,66540,1P,2,82,0.05
01-07-2026,2829,Gujarat Tourism,EXTERNAL,Post Transaction,UMP Money Transfer,323640,Gujarat_CPM_16thJune_30thJune,66540,1P,0,13,0
01-07-2026,3172,Flipkart,EXTERNAL,,,351812,Flipkart_HP_june,66620,1P,0,13,0
01-07-2026,3172,Flipkart,EXTERNAL,HomePage,HomePage ATF,324724,Flipkart_HP_june,66620,1P,30,27,1.8
01-07-2026,3189,TATA MOTORS LIMITED,EXTERNAL,,,346688,Tata_19thJune_30thJune,66591,1P,8289,10,1243.35
01-07-2026,3189,TATA MOTORS LIMITED,EXTERNAL,,,351812,TATA_1stJune_30thJune_PTS Takeover,66187,1P,0,4,0
01-07-2026,3189,TATA MOTORS LIMITED,EXTERNAL,HomePage,HomePage ATF,324724,TATA_1stJune_30thJune,66186,1P,1,2,0.097
01-07-2026,3189,TATA MOTORS LIMITED,EXTERNAL,HomePage,HomePage ATF,324724,Tata_19thJune_30thJune,66591,1P,15636,71,2345.4
01-07-2026,3189,TATA MOTORS LIMITED,EXTERNAL,Post Transaction,P2M BTF,318401,Tata_19thJune_30thJune,66591,1P,1,0,0.15
01-07-2026,3203,Live tests 2,INTERNAL,,,346703,Fallback: Magnite_OA Test Internal_3June PTS Dynamic Banner1,66236,1P,27,0,0.027
01-07-2026,3203,Live tests 2,INTERNAL,,,346703,Fallback: Magnite_OA Test South_NE_31May PTS Dynamic Banner1,66168,1P,0,3,0
01-07-2026,3203,Live tests 2,INTERNAL,HomePage,HomePage ATF,324724,HC Test camp QA,66654,1P,20,0,0.02
01-07-2026,3211,Uttarakhand DIPR,EXTERNAL,,,346703,UK_16thJune_30thJune,66536,1P,0,12,0
01-07-2026,3211,Uttarakhand DIPR,EXTERNAL,,,351812,Test PTS,66629,1P,0,2,0
01-07-2026,3211,Uttarakhand DIPR,EXTERNAL,HomePage,HomePage ATF,324724,Test2,66630,1P,8,0,0.2
01-07-2026,3211,Uttarakhand DIPR,EXTERNAL,HomePage,HomePage ATF,324724,UK DIPR | CC,66533,1P,5,13,0.125
01-07-2026,3211,Uttarakhand DIPR,EXTERNAL,HomePage,HomePage ATF,324724,UK DIPR | Clicker,66531,1P,3,4,0.075
01-07-2026,3211,Uttarakhand DIPR,EXTERNAL,HomePage,HomePage ATF,324724,UK DIPR | ML,66529,1P,25,16,0.625
01-07-2026,3211,Uttarakhand DIPR,EXTERNAL,HomePage,HomePage ATF,324724,UK DIPR | Travel,66532,1P,19,8,0.475
01-07-2026,3240,Boat,EXTERNAL,HomePage,HomePage ATF,324724,Boat | April26 | 500 Off | ML,64803,1P,62,125,125
01-07-2026,3305,TATA MF,EXTERNAL,,,346688,TATA MF | CPM 150 | PML | June26,66799,1P,70,0,9.8
01-07-2026,3305,TATA MF,EXTERNAL,HomePage,HomePage ATF,324724,TATA MF | CPM 150 | PML | June26,66799,1P,5535,411,774.9
01-07-2026,3344,Marico,EXTERNAL,HomePage,HomePage ATF,324724,Marico HNC Display_12Jun30June,66451,1P,657,323,21.024
01-07-2026,3344,Marico,EXTERNAL,HomePage,HomePage ATF,324724,Marico HNC__19th-30th June_6922,66608,1P,386,131,12.352
01-07-2026,3344,Marico,EXTERNAL,HomePage,HomePage ATF,324724,Marico NHO__19th-30th June_6920,66594,1P,97,39,3.104
01-07-2026,3344,Marico,EXTERNAL,HomePage,HomePage ATF,324724,Marico NHO__19th-30th June_6921,66595,1P,322,139,10.304
01-07-2026,3344,Marico,EXTERNAL,HomePage,HomePage ATF,324724,Marico PA Gold_04thJune_30Jun_6846,66268,1P,188,49,6.016
