Date,advertiser_id,advertiser_name,advertiser_type,placement_group,placement,view_id,campaign_name,campaign_id,offer_type,Ads_Impressions,Ads_Clicks,Ads_Revenue
05-07-2026,4579,AB Dist,EXTERNAL,,,346781,JSW Paints_26May_30Jun_6725_TN - Chennai,66007,1P,1569,22,94.14
05-07-2026,4579,AB Dist,EXTERNAL,,,346781,JSW Paints_26May_30Jun_6725_UP - Lucknow,66005,1P,739,16,44.34
05-07-2026,4579,AB Dist,EXTERNAL,,,346781,JSW Paints_26May_30Jun_6725_West Bengal,66014,1P,256,7,15.36
05-07-2026,4579,AB Dist,EXTERNAL,,,346781,JSW Paints_27May_30Jun_6725_Assam,66022,1P,10,0,0.25
05-07-2026,4579,AB Dist,EXTERNAL,,,346781,JSW Paints_27May_30Jun_6725_Odisha,66021,1P,189,1,11.34
05-07-2026,4579,AB Dist,EXTERNAL,,,346781,JSW Paints_Display24May30June Mah - Mum,65979,1P,1334,16,80.04
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_AP+Tel w/o Hyderabad,66009,1P,34581,75,2074.02
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Bangalore,66012,1P,2090,2,125.1
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Bihar,66000,1P,12770,36,766.08
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Chennai,66008,1P,5406,6,324.36
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Chhattisgarh,66018,1P,5359,12,321.54
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Gujarat,66015,1P,20328,40,1219.62
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Haryana,66020,1P,6919,10,415.14
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Hyderabad,66010,1P,1451,4,87
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Karnataka w/o Bangalore,66013,1P,11339,23,679.92
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Kerala,66011,1P,11502,19,690.06
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Lucknow,66006,1P,2194,5,131.46
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Madhya Pradesh,66017,1P,11550,23,692.94
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Mumbai,66001,1P,10574,30,634.02
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Punjab,66019,1P,6840,10,410.4
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_Rajasthan,66016,1P,13357,31,801.3
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_TN - Chennai,66007,1P,27179,60,1630.74
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_UP - Lucknow,66005,1P,49466,114,2967.66
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_26May_30Jun_6725_West Bengal,66014,1P,18787,61,1126.62
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_27May_30Jun_6725_Assam,66022,1P,964,3,24.1
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_27May_30Jun_6725_Delhi +NCR,66023,1P,406,4,24.36
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_27May_30Jun_6725_Odisha,66021,1P,5298,17,317.88
05-07-2026,4579,AB Dist,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints_Display24May30June Mah - Mum,65979,1P,28146,35,1688.22
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_AP+Tel w/o Hyderabad,66009,1P,55,0,3.3
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Bangalore,66012,1P,8,0,0.48
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Bihar,66000,1P,6,0,0.36
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Chennai,66008,1P,10,0,0.6
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Chhattisgarh,66018,1P,5,0,0.3
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Gujarat,66015,1P,30,0,1.8
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Haryana,66020,1P,8,0,0.48
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Hyderabad,66010,1P,8,0,0.48
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Karnataka w/o Bangalore,66013,1P,26,0,1.56
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Kerala,66011,1P,20,0,1.2
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Lucknow,66006,1P,9,0,0.54
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Madhya Pradesh,66017,1P,12,0,0.72
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Mumbai,66001,1P,44,2,2.64
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Punjab,66019,1P,11,0,0.66
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_Rajasthan,66016,1P,28,0,1.68
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_TN - Chennai,66007,1P,39,0,2.34
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_UP - Lucknow,66005,1P,36,0,2.16
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_26May_30Jun_6725_West Bengal,66014,1P,28,0,1.68
05-07-2026,4579,AB Dist,EXTERNAL,Post Transaction,P2M BTF,318401,JSW Paints_27May_30Jun_6725_Odisha,66021,1P,4,0,0.24
05-07-2026,4581,Delhi Jal Board,EXTERNAL,,,346781,Delhi_2ndJune_27thAug_PTS Takeover,66224,1P,0,1,0
05-07-2026,4581,Delhi Jal Board,EXTERNAL,,,351812,Delhi_2ndJune_27thAug_PTS Takeover,66224,1P,0,2,0
05-07-2026,4581,Delhi Jal Board,EXTERNAL,HomePage,HomePage ATF,324724,Delhi_27thMay_27thAug,66050,1P,1,3,0.025
05-07-2026,4585,JSW Paints,EXTERNAL,HomePage,HomePage ATF,324724,JSW Paints BN Soundbox 09June25Jul,66373,1P,35686,197,1248.975
05-07-2026,4586,Corteva,EXTERNAL,HomePage,HomePage ATF,324724,Corteva Strongram_Banner SB_12Jun30Jul,66456,1P,7,4,0.195
05-07-2026,4587,Magnite Open Auction 2,INTERNAL,,,351812,Magnite OA BL Exct NCR_PTS_Takeover Slot 2 11_20,66658,1P,2,0,0.061845862
05-07-2026,4587,Magnite Open Auction 2,INTERNAL,,,351812,Magnite OA WL Exct NCR_PTS_Takeover1 Slot 2,66650,1P,14,2,0.294932909
05-07-2026,4601,Dedup 1,INTERNAL,,,351812,Samsung_Jul26_RB_5th_Magnite_Takeover_slot3,67008,1P,4973037,79543,12500
05-07-2026,4601,Dedup 1,INTERNAL,HomePage,HomePage ATF,324724,Samsung_Jul26_RB_5th_Magnite_ATF_slot3,67007,1P,6795984,15710,12500
05-07-2026,4602,Dedup 2,INTERNAL,,,351812,Samsung_Jul26_RB_5th_Magnite_Takeover_slot4,67010,1P,2205799,36819,25000
05-07-2026,4602,Dedup 2,INTERNAL,HomePage,HomePage ATF,324724,Samsung_Jul26_RB_5th_Magnite_ATF_slot4,67009,1P,4291135,10972,12500
05-07-2026,4603,Dedup 3,INTERNAL,,,351812,Samsung_Jul26_MagniteFallback_CPM_Takeover_Slot3,67016,1P,7502285,93724,7496.488
05-07-2026,4604,Sandisk,EXTERNAL,,,346781,Sandisk | PTS Takeover | ML | July,66924,1P,18842,974,2261.04
05-07-2026,4604,Sandisk,EXTERNAL,,,351812,Sandisk | PTS Takeover | ML | July,66924,1P,745948,26092,89513.76
05-07-2026,4605,Midea,EXTERNAL,,,346781,Midea_Jun-Jul26_Creative_2 State,66843,1P,0,1,0
05-07-2026,4605,Midea,EXTERNAL,,,351812,Midea_Jun-Jul26_Creative_1 State,66842,1P,0,4,0
05-07-2026,4605,Midea,EXTERNAL,,,351812,Midea_Jun-Jul26_Creative_2 State,66843,1P,0,6,0
05-07-2026,4605,Midea,EXTERNAL,,,351812,Midea_Jun-Jul26_Creative_3 State,66844,1P,1,2,0.11
05-07-2026,4605,Midea,EXTERNAL,,,351812,Midea_Jun-Jul26_Creative_4 City,67043,1P,75,0,6.75
05-07-2026,4605,Midea,EXTERNAL,,,351812,Midea_Jun-Jul26_Creative_4 State,66845,1P,0,6,0
05-07-2026,4605,Midea,EXTERNAL,,,351812,Midea_Jun-Jul26_Creative_PB,66846,1P,0,12,0
05-07-2026,4606,Carrier,EXTERNAL,,,346781,Carrier_Jun-Jul26_Creative_1 State,66830,1P,1,0,0.11
05-07-2026,4606,Carrier,EXTERNAL,,,346781,Carrier_Jun-Jul26_Creative_2 City,67038,1P,13,0,1.17
05-07-2026,4606,Carrier,EXTERNAL,,,346781,Carrier_Jun-Jul26_Creative_3 State,66832,1P,5,0,0.45
05-07-2026,4606,Carrier,EXTERNAL,,,351812,Carrier_Jun-Jul26_Creative_1 State,66830,1P,31,12,2.79
05-07-2026,4606,Carrier,EXTERNAL,,,351812,Carrier_Jun-Jul26_Creative_2 City,67038,1P,890,9,80.1
05-07-2026,4606,Carrier,EXTERNAL,,,351812,Carrier_Jun-Jul26_Creative_2 State,66831,1P,4,7,0.36
05-07-2026,4606,Carrier,EXTERNAL,,,351812,Carrier_Jun-Jul26_Creative_3 State,66832,1P,153,4,13.77
05-07-2026,4606,Carrier,EXTERNAL,,,351812,Carrier_Jun-Jul26_Creative_PB,66838,1P,0,14,0
05-07-2026,4607,Namaste India,EXTERNAL,HomePage,HomePage ATF,324724,Dr Reddys - Banner_1st July - 19th Aug__WestBengal,66819,1P,33630,138,1008.57
05-07-2026,4607,Namaste India,EXTERNAL,Post Transaction,P2M BTF,318401,Dr Reddys - Banner_1st July - 19th Aug__WestBengal,66819,1P,41,0,1.23
05-07-2026,4614,Dedup 4,INTERNAL,,,351812,Samsung_Jul26_MagniteFallback_CPM_Takeover_Slot4,67017,1P,2921385,41370,2919.902
05-07-2026,4614,Dedup 4,INTERNAL,,,351812,Samsung_Jul26_MagniteFallback_CPM_Takeover_Slot_4,67034,1P,7513015,64806,25000
06-07-2026,706,ICICI,EXTERNAL,,,346781,ICICI Forex_July,66992,1P,6,1,0.528
06-07-2026,706,ICICI,EXTERNAL,,,351812,ICICI Forex_July,66992,1P,367755,12804,32362.3408
04-07-2026,714,Lenovo,EXTERNAL,,,351812,Lenovo Banner | Bumrah Battery | June PTS,66769,1P,5489,144,5.489
06-07-2026,714,Lenovo,EXTERNAL,,,351812,Lenovo Banner | Bumrah Intel | June PTS,66771,1P,5425,68,5.425
04-07-2026,714,Lenovo,EXTERNAL,,,351812,Lenovo Banner | Bumrah Intel | June PTS,66771,1P,5420,104,5.42
07-07-2026,714,Lenovo,EXTERNAL,,,351812,Lenovo Banner | Bumrah Intel | June PTS,66771,1P,5379,98,5.386563273
05-07-2026,714,Lenovo,EXTERNAL,,,351812,Lenovo Banner | Bumrah Battery | June PTS,66769,1P,5301,100,5.301
06-07-2026,714,Lenovo,EXTERNAL,,,351812,Lenovo Banner | Bumrah Battery | June PTS,66769,1P,5280,83,5.28
07-07-2026,714,Lenovo,EXTERNAL,,,351812,Lenovo Banner | Bumrah AI | June PTS,66770,1P,5190,124,5.19
06-07-2026,772,Samsung,EXTERNAL,,,346781,Samsung_Jul26_RB_5th_Magnite_Takeover_slot1,67006,1P,2,5,0
06-07-2026,772,Samsung,EXTERNAL,,,346781,Samsung_Jul26_RB_5th_Magnite_Takeover_slot_1,67023,1P,63,75,0
06-07-2026,772,Samsung,EXTERNAL,,,351812,Samsung_Jul26_RB_5th_Magnite_Takeover_slot1,67006,1P,9,32,0
06-07-2026,772,Samsung,EXTERNAL,,,351812,Samsung_Jul26_RB_5th_Magnite_Takeover_slot_1,67023,1P,335,770,0
06-07-2026,772,Samsung,EXTERNAL,,,351812,Samsung_Jul26_RB_5th_Magnite_takeover_slot2 WB,67015,1P,0,1,0
06-07-2026,772,Samsung,EXTERNAL,HomePage,HomePage ATF,324724,Samsung_Jul26_RB_5th_Magnite_ATF_slot1,67005,1P,4502,46,0
06-07-2026,772,Samsung,EXTERNAL,HomePage,HomePage ATF,324724,Samsung_Jul26_RB_5th_Magnite_ATF_slot2 Jha WB,67014,1P,92,0,0
06-07-2026,772,Samsung,EXTERNAL,HomePage,HomePage ATF,324724,Samsung_Jul26_RB_5th_Magnite_ATF_slot_1,67022,1P,65784,446,0
06-07-2026,1064,Max Life Insurance,EXTERNAL,HomePage,HomePage ATF,324724,Max Life Savings | ATF | BFSI Clicker | July26,66929,1P,4,9,9
06-07-2026,1064,Max Life Insurance,EXTERNAL,HomePage,HomePage ATF,324724,Max Life Savings | ATF | ML | July26,66928,1P,0,6,6
06-07-2026,1114,Live Tests,INTERNAL,,,346781,Zomato_1P_Kol_March,64346,1P,0,3,0
06-07-2026,1114,Live Tests,INTERNAL,,,351812,Paytmads_Jul26_Test_Magnite_ATF_Takeover_RB,66998,1P,1,0,0.184919079
06-07-2026,1114,Live Tests,INTERNAL,,,351812,Samsung_Jul26_RB_5th_Magnite_Takeover_slot2,67019,1P,2884,479,0
06-07-2026,1114,Live Tests,INTERNAL,HomePage,HomePage ATF,324724,Paytmads_Jul26_Test_Magnite_ATF_Takeover_RB,66998,1P,16,0,0.184919079
06-07-2026,1114,Live Tests,INTERNAL,HomePage,HomePage ATF,324724,Paytmads_Jul26_Test_Magnite_GIF_Takeover_RB,66993,1P,23,0,0.138215939
06-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-Jul26_MAC_fmcmp_iOS,66858,1P,848,8,68.688
06-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-Jul26_MAC_fmrlby_iOS,66758,1P,1019,4,82.539
06-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-Jul26_Privacy_And,66793,1P,8441,192,717.485
06-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-Jul26_Privacy_iOS,66792,1P,6964,51,591.94
06-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-jul26_MAC_fmcmp_and,66859,1P,32,0,2.592
06-07-2026,1254,Apple,EXTERNAL,,,346781,Apple_Jun-jul26_MAC_fmrlby_and,66759,1P,13,0,1.053
06-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_MAC_fmcmp_iOS,66858,1P,7224,19,585.144
06-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_MAC_fmrlby_iOS,66758,1P,30748,90,2490.588
06-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_Privacy_And,66793,1P,207191,2960,17611.235
06-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-Jul26_Privacy_iOS,66792,1P,145992,331,12409.2544
06-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-jul26_MAC_fmcmp_and,66859,1P,235,6,19.035
06-07-2026,1254,Apple,EXTERNAL,,,351812,Apple_Jun-jul26_MAC_fmrlby_and,66759,1P,1752,37,141.912
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_MAC_fmcmp_iOS,66858,1P,279,1,22.599
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_MAC_fmrlby_iOS,66758,1P,189,6,15.309
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_Privacy_And,66793,1P,3517,42,298.945
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-Jul26_Privacy_iOS,66792,1P,993,1,84.405
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_All In Pricing_And,66782,1P,93,20,7.533
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_All In Pricing_iOS,66781,1P,136,5,11.016
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_AllInPricing-ANC_And,66784,1P,72,22,5.832
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_AllInPricing-ANC_iOS,66783,1P,141,4,11.421
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_MP+All-InPricing-ANC_And,66789,1P,62,44,5.022
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_MP+All-InPricing-ANC_iOS,66785,1P,33,1,2.673
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_StartingAt+ANC_And,66791,1P,2176,45,176.256
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_AirPod_StartingAt+ANC_iOS,66790,1P,722,6,58.482
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_MAC_fmcmp_and,66859,1P,28,6,2.268
06-07-2026,1254,Apple,EXTERNAL,HomePage,HomePage ATF,324724,Apple_Jun-jul26_MAC_fmrlby_and,66759,1P,23,3,1.863
06-07-2026,1325,Google Play,EXTERNAL,,,346781,GooglePlay_1P_July,66670,1P,1113,26,99.057
06-07-2026,1325,Google Play,EXTERNAL,,,351812,GooglePlay_1P_July,66670,1P,233468,2228,20778.652
06-07-2026,1325,Google Play,EXTERNAL,HomePage,HomePage ATF,324724,GooglePlay_1P_July,66670,1P,102054,613,9082.806
06-07-2026,1542,UTI Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,SIP MF | ATF | PTS | ML | June-July26,66971,1P,327965,1490,327.965
06-07-2026,1542,UTI Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,UTI MF | ATF | PTS | ML | June-July26,66708,1P,20378,179,217.08
06-07-2026,1542,UTI Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,UTI MF | ATF | PTS | ML | June-July26 | BAJAJ,66966,1P,0,1,0
06-07-2026,1542,UTI Mutual Fund,EXTERNAL,HomePage,HomePage ATF,324724,UTI MF | ATF | PTS | ML | June-July26 | TATA,66965,1P,1,0,0.01
06-07-2026,1542,UTI Mutual Fund,EXTERNAL,Paytm Menu,Flyout,313378,SIP MF | ATF | PTS | ML | June-July26,66971,1P,1,0,0.001
06-07-2026,1542,UTI Mutual Fund,EXTERNAL,Post Transaction,P2M BTF,318401,UTI MF | ATF | PTS | ML | June-July26,66708,1P,12,0,0.12
06-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_5July_DIL_P1_B2G1,66996,1P,0,1,11
06-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_5July_SFIPL_P2_KFC50,66995,1P,0,1,11
06-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_APTS_1P_4_5_July,66991,1P,1,2,0.0536
06-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_Krisper_1P_July_Delhi,66987,1P,0,2,0
06-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_Maha_1P_4_5_July,66990,1P,0,1,0
06-07-2026,1712,KFC,EXTERNAL,,,346781,KFC_NCR_1P_4_5_July,66988,1P,0,3,0
06-07-2026,1712,KFC,EXTERNAL,,,346781,Kfc_weekend_5July_Jknd,67003,1P,0,7,0
06-07-2026,1712,KFC,EXTERNAL,,,346781,Kfc_weekend_5July_RON_States,67001,1P,0,1,0
06-07-2026,1712,KFC,EXTERNAL,,,346781,Kfc_weekend_5July_RON_cities,67002,1P,0,4,0
06-07-2026,1712,KFC,EXTERNAL,,,346781,Kfc_weekend_5July_kolkata,67000,1P,1,1,0.0536
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_5July_DIL_P1_B2G1,66996,1P,9,23,253
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_5July_DIL_P2_B2G1,66997,1P,5,13,143
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_5July_SFIPL_P1_KFC50,66994,1P,5,22,242
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_5July_SFIPL_P2_KFC50,66995,1P,2,14,154
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_APTS_1P_4_5_July,66991,1P,9,80,0.4824
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_Krisper_1P_July_Delhi,66987,1P,13,188,0.6968
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_Krisper_1P_July_JaipurLucknow,66989,1P,4,87,0.2144
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_Maha_1P_4_5_July,66990,1P,18,128,0.9648
06-07-2026,1712,KFC,EXTERNAL,,,351812,KFC_NCR_1P_4_5_July,66988,1P,13,158,0.6968
06-07-2026,1712,KFC,EXTERNAL,,,351812,Kfc_weekend_5July_Jknd,67003,1P,3,105,0.1608
06-07-2026,1712,KFC,EXTERNAL,,,351812,Kfc_weekend_5July_RON_States,67001,1P,2,10,0.1072
06-07-2026,1712,KFC,EXTERNAL,,,351812,Kfc_weekend_5July_RON_cities,67002,1P,21,116,1.1256
06-07-2026,1712,KFC,EXTERNAL,,,351812,Kfc_weekend_5July_kolkata,67000,1P,4,52,0.2144
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_5July_DIL_P1_B2G1,66996,1P,50,11,121
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_5July_DIL_P2_B2G1,66997,1P,26,5,55
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_5July_SFIPL_P1_KFC50,66994,1P,72,12,132
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_5July_SFIPL_P2_KFC50,66995,1P,52,6,66
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_APTS_1P_4_5_July,66991,1P,170,75,9.112
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_Krisper_1P_July_Delhi,66987,1P,144,47,7.7184
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_Krisper_1P_July_JaipurLucknow,66989,1P,107,25,5.7352
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_Maha_1P_4_5_July,66990,1P,200,59,10.72
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,KFC_NCR_1P_4_5_July,66988,1P,86,35,4.6096
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,Kfc_weekend_5July_Jknd,67003,1P,117,118,6.2712
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,Kfc_weekend_5July_RON_States,67001,1P,21,7,1.1256
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,Kfc_weekend_5July_RON_cities,67002,1P,183,30,9.8088
06-07-2026,1712,KFC,EXTERNAL,HomePage,HomePage ATF,324724,Kfc_weekend_5July_kolkata,67000,1P,124,72,6.6464
06-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | BFSI ML,66556,1P,7,3,3
06-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | CC,66558,1P,2,0,0
06-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | Credit Card,66570,1P,2,2,2
06-07-2026,1763,SBI,EXTERNAL,HomePage,HomePage ATF,324724,SBI CC | ATF | June26 | Salaried,66571,1P,2,2,2
06-07-2026,1953,Bank of Baroda,EXTERNAL,,,346688,BOB_1stJune_30thJune_NEW_ETERNA,66736,1P,0,1,30
06-07-2026,1953,Bank of Baroda,EXTERNAL,HomePage,HomePage ATF,324724,BOB_1stJune_30thJune_NEW_ETERNA,66736,1P,114,110,2550
06-07-2026,1953,Bank of Baroda,EXTERNAL,HomePage,HomePage ATF,324724,BOB_2ndJune_30thJune_ETIHAD,66226,1P,28,44,795
06-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | BFSI Clicker | July26,66920,1P,94882,376,376
06-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | ML | July26,66896,1P,207164,353,353
06-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | NSDL | July26,66922,1P,220224,233,233
06-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | Premium CC | July26,66919,1P,95738,167,167
06-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324724,HSBC | Performance | Travel  | July26,66921,1P,32231,46,46
06-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324725,HSBC | Performance | ML | July26,66896,1P,1,0,0
06-07-2026,2053,HSBC,EXTERNAL,HomePage,HomePage ATF,324725,HSBC | Performance | Premium CC | July26,66919,1P,1,0,0
06-07-2026,2053,HSBC,EXTERNAL,Paytm Menu,Flyout,313378,HSBC | Performance | ML | July26,66896,1P,1,0,0
06-07-2026,2162,OPPO MOBILES INDIA PRIVATE LIMITED,EXTERNAL,,,346781,Oppo_Jul26_Lychee_GIF_3rd-31st,66925,1P,6829,123,524.4672
06-07-2026,2162,OPPO MOBILES INDIA PRIVATE LIMITED,EXTERNAL,,,351812,Oppo_Jul26_Lychee_GIF_3rd-31st,66925,1P,731800,8013,56202.1848
06-07-2026,2256,Paytm Internal,INTERNAL,,,351812,Samsung_slot2,67020,1P,14918,3342,14.81356327
06-07-2026,2338,LIC Of India,EXTERNAL,,,346688,LIC_1stJuly_16thJuly,66862,1P,104208,93,3647.22
